corp_id,corp_name,school_id,school_name,ilearn_rate
3180,North Harrison Com School Corp,2621,Morgan Elementary School,
3180,North Harrison Com School Corp,2625,North Harrison Middle School,52.10%
3180,North Harrison Com School Corp,2633,North Harrison Elementary School,
3190,South Harrison Com Schools,2643,Corydon Central Jr High School,
3190,South Harrison Com Schools,2645,Corydon Elementary School,
3190,South Harrison Com Schools,2649,New Middletown Elementary School,75.00%
3190,South Harrison Com Schools,2653,Heth-Washington Elementary School,45.50%
3190,South Harrison Com Schools,2663,Corydon Intermediate School,48.20%
3190,South Harrison Com Schools,2667,South Central Elementary,62.20%
3190,South Harrison Com Schools,2670,South Central Jr & Sr High School,
3295,North West Hendricks Schools,2682,Tri-West Middle School,51.80%
3295,North West Hendricks Schools,2685,North Salem Elementary School,
3295,North West Hendricks Schools,2725,Pittsboro Elementary School,
3305,Brownsburg Community School Corp,2706,Brown Elementary School,
3305,Brownsburg Community School Corp,2711,Eagle Elementary School,
3305,Brownsburg Community School Corp,2713,Brownsburg West Middle School,79.60%
3305,Brownsburg Community School Corp,2714,Reagan Elementary School,
3305,Brownsburg Community School Corp,2718,Delaware Trail Elementary School,
3305,Brownsburg Community School Corp,2720,Brownsburg East Middle School,72.00%
3305,Brownsburg Community School Corp,2723,White Lick Elementary School,
3305,Brownsburg Community School Corp,2727,Cardinal Elementary School,
3305,Brownsburg Community School Corp,2744,Lincoln Elementary School,
3315,Avon Community School Corp,2726,River Birch Elementary School,
3315,Avon Community School Corp,2728,Avon Intermediate School East,46.10%
3315,Avon Community School Corp,2729,Avon Intermediate School West,52.70%
3315,Avon Community School Corp,2730,Avon Middle School North,***
3315,Avon Community School Corp,2733,Maple Elementary School,
3315,Avon Community School Corp,2735,Sycamore Elementary School,
3315,Avon Community School Corp,2736,Avon Middle School South,
3315,Avon Community School Corp,2738,Cedar Elementary School,
3315,Avon Community School Corp,2739,Pine Tree Elementary School,
3315,Avon Community School Corp,2740,Hickory Elementary School,
3325,Danville Community School Corp,2743,Danville Middle School,59.40%
3325,Danville Community School Corp,2745,South Elementary School,
3330,Plainfield Community School Corp,2748,Clarks Creek Elementary,
3330,Plainfield Community School Corp,2750,Plainfield Community Middle School,73.80%
3330,Plainfield Community School Corp,2751,Central Elementary School,
3330,Plainfield Community School Corp,2761,Van Buren Elementary School,
3330,Plainfield Community School Corp,2763,Brentwood Elementary School,
3330,Plainfield Community School Corp,3331,Pride Academy,
3330,Plainfield Community School Corp,3338,Guilford Elementary,
3335,Mill Creek Community Sch Corp,2675,Mill Creek East Elementary,
3335,Mill Creek Community Sch Corp,2677,Mill Creek West Elementary,
3335,Mill Creek Community Sch Corp,2687,Cascade Middle School,45.90%
3405,Blue River Valley Schools,2801,Blue River Valley Jr-Sr High Sch,
3405,Blue River Valley Schools,2803,Blue River Valley Elementary Sch,36.80%
3415,South Henry School Corp,2773,Tri Junior-Senior High School,30.40%
3415,South Henry School Corp,2777,Tri Elementary School,
3435,Shenandoah School Corporation,2815,Shenandoah Elementary School,
3435,Shenandoah School Corporation,2819,Shenandoah Middle School,37.60%
3445,New Castle Community School Corp,2829,New Castle Middle School,29.10%
3445,New Castle Community School Corp,2832,Eastwood Elementary School,
3445,New Castle Community School Corp,2847,Parker Elementary School,
3445,New Castle Community School Corp,2849,James Whitcomb Riley Elem School,
3445,New Castle Community School Corp,2853,Sunnyside Elementary School,
3445,New Castle Community School Corp,2861,Westwood Elementary School,
3445,New Castle Community School Corp,2865,Wilbur Wright Elementary School,
3455,C A Beard Memorial School Corp,2870,Knightstown Intermediate School,31.10%
3455,C A Beard Memorial School Corp,2887,Knightstown Elementary School,
3460,Taylor Community School Corp,2895,Taylor Elementary School,
3460,Taylor Community School Corp,2896,Taylor Middle School,7.60%
3470,Northwestern School Corp,2904,Northwestern Elementary School,36.10%
3470,Northwestern School Corp,2905,Howard Elementary School,25.60%
3470,Northwestern School Corp,2907,Northwestern Middle School,
3480,Eastern Howard School Corporation,2909,Eastern Elementary School,
3480,Eastern Howard School Corporation,2914,Eastern Middle School,41.70%
3480,Eastern Howard School Corporation,2919,Eastern High School,
3490,Western School Corporation,2922,Western Middle School,50.00%
3490,Western School Corporation,2923,Western Intermediate School,
3500,Kokomo School Corporation,2943,Sycamore Elementary School,
3500,Kokomo School Corporation,2947,Boulevard Elementary School,
3500,Kokomo School Corporation,2951,Bon Air Middle School,19.30%
3500,Kokomo School Corporation,2955,Central Middle School,17.80%
3500,Kokomo School Corporation,2961,Elwood Haynes Elementary School,
3500,Kokomo School Corporation,2963,Maple Crest Middle School,12.40%
3500,Kokomo School Corporation,2969,Lafayette Park Elementary School,
3500,Kokomo School Corporation,2993,Pettit Park School,
3500,Kokomo School Corporation,3005,Wallace Elementary School,
3625,Huntington Co Com Sch Corp,3021,Andrews Elementary School,
3625,Huntington Co Com Sch Corp,3025,Riverview School,36.10%
3625,Huntington Co Com Sch Corp,3029,Roanoke Elementary School,
3625,Huntington Co Com Sch Corp,3035,Salamonie Elementary School,
3625,Huntington Co Com Sch Corp,3061,Crestview Middle School,29.90%
3625,Huntington Co Com Sch Corp,3077,Flint Springs Elementary,
3625,Huntington Co Com Sch Corp,3081,Lincoln Elementary School,
3625,Huntington Co Com Sch Corp,3086,Horace Mann Elementary,
3640,Medora Community School Corp,3093,Medora Jr & Sr High School,7.70%
3640,Medora Community School Corp,3095,Medora STEM Academy,
3675,Seymour Community Schools,3105,Cortland Elementary School,
3675,Seymour Community Schools,3135,Margaret R Brown Elementary School,
3675,Seymour Community Schools,3138,Seymour Middle School,26.00%
3675,Seymour Community Schools,3141,Emerson Elementary School,
3675,Seymour Community Schools,3153,Seymour-Jackson Elementary School,
3675,Seymour Community Schools,3157,Seymour-Redding Elementary School,
3695,Brownstown Cnt Com Sch Corp,3107,Brownstown Central Middle School,33.00%
3695,Brownstown Cnt Com Sch Corp,3129,Brownstown Elementary School,
3710,Crothersville Community Schools,3121,Crothersville Jr-Sr High School,13.80%
3710,Crothersville Community Schools,3122,Crothersville Elementary School,
3785,Kankakee Valley School Corp,3183,Kankakee Valley Middle School,28.70%
3785,Kankakee Valley School Corp,3184,DeMotte Elementary School,
3785,Kankakee Valley School Corp,3197,Wheatfield Elementary School,
3785,Kankakee Valley School Corp,3198,Kankakee Valley Intermediate Sch,
3815,Rensselaer Central School Corp,3205,Van Rensselaer Elementary School,
3815,Rensselaer Central School Corp,3221,Rensselaer Middle School,45.70%
3945,Jay School Corporation,3239,Jay County Jr/Sr High School,
3945,Jay School Corporation,3241,Bloomfield Elementary School,51.10%
3945,Jay School Corporation,3247,Redkey Elementary School,63.60%
3945,Jay School Corporation,3273,East Jay Elementary,53.60%
3945,Jay School Corporation,3289,West Jay Elementary,42.50%
3995,Madison Consolidated Schools,3301,Deputy Elementary School,
3995,Madison Consolidated Schools,3313,Madison Consolidated Jr High Sch,36.60%
3995,Madison Consolidated Schools,3321,Rykers' Ridge Elementary School,
3995,Madison Consolidated Schools,3329,Lydia Middleton Elementary School,
3995,Madison Consolidated Schools,3333,Anderson Elementary School,
4000,Southwestern-Jefferson Co Con,3341,Southwestern Elementary School,
4000,Southwestern-Jefferson Co Con,3343,Southwestern Middle School,20.00%
4015,Jennings County School Corporation,3349,Sand Creek Elementary School,54.50%
4015,Jennings County School Corporation,3357,Scipio Elementary School,46.50%
4015,Jennings County School Corporation,3361,Graham Creek Elementary School,62.50%
4015,Jennings County School Corporation,3385,Hayden Elementary School,17.00%
4015,Jennings County School Corporation,3389,Brush Creek Elementary School,34.70%
4015,Jennings County School Corporation,3393,Jennings County Middle School,***
4015,Jennings County School Corporation,3397,North Vernon Elementary School,28.10%
4145,Clark-Pleasant Community Sch Corp,3401,Clark Elementary School,
4145,Clark-Pleasant Community Sch Corp,3422,Grassy Creek Elementary School,
4145,Clark-Pleasant Community Sch Corp,3425,Whiteland Elementary School,
4145,Clark-Pleasant Community Sch Corp,3427,Clark Pleasant Middle School,46.50%
4145,Clark-Pleasant Community Sch Corp,3429,Break-O-Day Elementary School,
4145,Clark-Pleasant Community Sch Corp,3430,Pleasant Crossing Elementary,
4145,Clark-Pleasant Community Sch Corp,4172,Ray Crowe Elementary,
4205,Center Grove Community School Corp,3434,Sugar Grove Elementary School,
4205,Center Grove Community School Corp,3435,Center Grove Elementary School,
4205,Center Grove Community School Corp,3437,Center Grove High School,
4205,Center Grove Community School Corp,3438,Walnut Grove Elementary School,
4205,Center Grove Community School Corp,3439,Maple Grove Elementary School,
4205,Center Grove Community School Corp,3440,North Grove Elementary School,
4205,Center Grove Community School Corp,3441,Center Grove Middle School Central,58.70%
4205,Center Grove Community School Corp,3443,Center Grove Middle School North,55.00%
4205,Center Grove Community School Corp,3444,Pleasant Grove Elementary School,
4215,Edinburgh Community School Corp,3449,Edinburgh Comm Middle School,18.80%
4215,Edinburgh Community School Corp,3452,East Side Elementary School,
4225,Franklin Community School Corp,3413,Needham Elementary School,
4225,Franklin Community School Corp,3433,Union Elementary School,
4225,Franklin Community School Corp,3457,Franklin Community Middle School,
4225,Franklin Community School Corp,3458,Custer Baker Intermediate School,38.10%
4225,Franklin Community School Corp,3461,Northwood Elementary School,
4225,Franklin Community School Corp,3465,Webb Elementary School,
4225,Franklin Community School Corp,3467,Creekside Elementary School,
4245,Greenwood Community Sch Corp,3475,Greenwood Middle School,43.20%
4245,Greenwood Community Sch Corp,3477,Greenwood Northeast Elementary Sch,
4245,Greenwood Community Sch Corp,3479,Westwood Elementary School,
4245,Greenwood Community Sch Corp,3481,V O Isom Central Elem School,
4245,Greenwood Community Sch Corp,3483,Southwest Elementary School,
4255,Nineveh-Hensley-Jackson United,3411,Indian Creek Intermediate School,
4255,Nineveh-Hensley-Jackson United,3418,Indian Creek Middle School,44.70%
4315,North Knox School Corp,3537,North Knox Jr-Sr High School,
4315,North Knox School Corp,3545,North Knox Intermediate,30.90%
4325,South Knox School Corp,3489,South Knox Elementary School,46.90%
4325,South Knox School Corp,3490,South Knox Middle-High School,
4335,Vincennes Community School Corp,3509,Benjamin Franklin Elementary Sch,
4335,Vincennes Community School Corp,3557,George Rogers Clark School,38.10%
4335,Vincennes Community School Corp,3573,James Whitcomb Riley Elem Sch,
4335,Vincennes Community School Corp,3577,Tecumseh-Harrison Elementary Sch,
4335,Vincennes Community School Corp,3581,Francis Vigo Elementary School,
4335,Vincennes Community School Corp,4319,Washington Learning Academy,***
4345,Wawasee Community School Corp,3625,North Webster Elementary School,
4345,Wawasee Community School Corp,3630,Wawasee Middle School,30.70%
4345,Wawasee Community School Corp,3635,Milford Elementary School,20.50%
4345,Wawasee Community School Corp,3637,Syracuse Elementary School,
4415,Warsaw Community Schools,3589,Claypool Elementary School,36.10%
4415,Warsaw Community Schools,3607,Lakeview Middle School,
4415,Warsaw Community Schools,3608,Eisenhower Elementary School,59.40%
4415,Warsaw Community Schools,3610,Harrison Elementary School,24.60%
4415,Warsaw Community Schools,3613,Leesburg Elementary School,38.30%
4415,Warsaw Community Schools,3653,Edgewood Middle School,
4415,Warsaw Community Schools,3661,Jefferson Elementary School,45.50%
4415,Warsaw Community Schools,3665,Lincoln Elementary School,57.10%
4415,Warsaw Community Schools,3673,Madison Elementary School,77.00%
4415,Warsaw Community Schools,3677,Washington Elementary School,24.70%
4445,Tippecanoe Valley School Corp,2139,Akron Elementary School,
4445,Tippecanoe Valley School Corp,3603,Mentone Elementary School,
4445,Tippecanoe Valley School Corp,3619,Tippecanoe Valley Middle School,24.30%
4455,Whitko Community School Corp,3642,Pierceton Elementary School,34.70%
4455,Whitko Community School Corp,9173,South Whitley Elementary School,57.60%
4455,Whitko Community School Corp,9191,Whitko Jr/Sr High School,
4515,Prairie Heights Community Sch Corp,3686,Prairie Heights Elementary School,
4515,Prairie Heights Community Sch Corp,3688,Prairie Heights Middle School,29.00%
4525,Westview School Corporation,3697,Westview Jr-Sr High School,
4525,Westview School Corporation,3698,Topeka Elementary School,
4525,Westview School Corporation,3702,Westview Elementary School,56.50%
4525,Westview School Corporation,3704,Meadowview Elementary School,
4525,Westview School Corporation,3714,Shipshewana-Scott Elementary Sch,
4535,Lakeland School Corporation,3730,Lakeland Jr/Sr High School,
4535,Lakeland School Corporation,3739,Lakeland Intermediate School,25.70%
4570,NW Indiana Special Education Coop,4287,Eagle Park Community School,***
4580,Hanover Community School Corp,3780,Red Cedars Elementary,
4580,Hanover Community School Corp,3784,Hanover Central Middle School,53.10%
4590,River Forest Community Sch Corp,3797,Henry S Evans Elementary School,
4590,River Forest Community Sch Corp,3801,River Forest Middle School,14.80%
4590,River Forest Community Sch Corp,3805,John I Meister Elementary School,
4600,Merrillville Community School Corp,3811,Pierce Middle School,
4600,Merrillville Community School Corp,3813,Merrillville Intermediate School,32.90%
4600,Merrillville Community School Corp,3821,Henry P Fieler Elementary School,
4600,Merrillville Community School Corp,3822,Homer Iddings Elementary School,
4600,Merrillville Community School Corp,3826,Edgar L Miller Elementary School,
4600,Merrillville Community School Corp,3827,John Wood Elementary School,
4600,Merrillville Community School Corp,3829,Jonas E Salk Elementary School,
4615,Lake Central School Corporation,3831,Michael Grimmer Middle School,48.60%
4615,Lake Central School Corporation,3837,Kolling Elementary School,
4615,Lake Central School Corporation,3838,Hal E Clark Middle School,28.00%
4615,Lake Central School Corporation,3839,George Bibich Elementary School,
4615,Lake Central School Corporation,3840,James H Watson Elementary School,
4615,Lake Central School Corporation,3841,Kahler Middle School,35.90%
4615,Lake Central School Corporation,3843,Protsman Elementary School,
4615,Lake Central School Corporation,4349,Homan Elementary School,
4615,Lake Central School Corporation,4351,Peifer Elementary School,
4645,Tri-Creek School Corporation,3753,Oak Hill Elementary School,
4645,Tri-Creek School Corporation,3845,Lake Prairie Elementary School,
4645,Tri-Creek School Corporation,3848,Three Creeks Elem School,
4645,Tri-Creek School Corporation,3851,Lowell Middle School,50.00%
4650,Lake Ridge New Tech Schools,3885,Longfellow New Tech Elementary Sch,
4650,Lake Ridge New Tech Schools,3893,Lake Ridge New Tech Middle School,5.50%
4660,Crown Point Community School Corp,3761,Robert Taft Middle School,55.70%
4660,Crown Point Community School Corp,3769,Douglas MacArthur Elem School,
4660,Crown Point Community School Corp,3773,Dwight D Eisenhower Elem School,
4660,Crown Point Community School Corp,3903,Lake Street Elementary School,
4660,Crown Point Community School Corp,3905,Solon Robinson Elementary School,
4660,Crown Point Community School Corp,3907,Jerry Ross Elementary School,
4660,Crown Point Community School Corp,3913,Timothy Ball Elementary School,
4660,Crown Point Community School Corp,3915,Colonel John Wheeler Middle School,56.90%
4670,School City of East Chicago,3941,Benjamin Harrison Elementary Sch,17.50%
4670,School City of East Chicago,3945,Abraham Lincoln Elementary School,10.00%
4670,School City of East Chicago,3953,William McKinley Elementary School,4.50%
4670,School City of East Chicago,3961,George Washington Elementary Sch,13.90%
4670,School City of East Chicago,3963,Joseph Block Middle School,
4680,Lake Station Community Schools,3965,Thomas A Edison Jr-Sr HS,10.30%
4680,Lake Station Community Schools,3973,Alexander Hamilton Elementary Sch,
4680,Lake Station Community Schools,3975,Virgil I Bailey Elementary School,
4690,Gary Community School Corp,4053,Banneker Elementary at Marquette,
4690,Gary Community School Corp,4061,Beveridge Elementary School,
4690,Gary Community School Corp,4068,Gary Virtual Academy,0.00%
4690,Gary Community School Corp,4086,Frankie Woods McCullough Academy,
4690,Gary Community School Corp,4105,Bailly Middle School,2.00%
4690,Gary Community School Corp,4155,Glen Park Acad for Excel in Lrn,
4690,Gary Community School Corp,4169,Daniel Hale Williams Elem Sch,
4690,Gary Community School Corp,4178,Gary Middle School ,0.00%
4700,Griffith Public Schools,4171,Beiriger Elementary School,
4700,Griffith Public Schools,4173,Griffth Jr/Sr High School,29.40%
4710,School City of Hammond,4422,Joseph Hess Elementary School,8.00%
4710,School City of Hammond,4425,Henry W Eggers Middle School,
4710,School City of Hammond,4433,Charles N Scott Middle School,
4710,School City of Hammond,4449,Thomas A Edison Elementary School,10.00%
4710,School City of Hammond,4451,Benjamin Franklin Elementary Sch,10.00%
4710,School City of Hammond,4453,Warren G Harding Elementary School,13.80%
4710,School City of Hammond,4455,Washington Irving Elementary Sch,3.70%
4710,School City of Hammond,4457,Thomas Jefferson Elementary School,10.40%
4710,School City of Hammond,4459,Kenwood Elementary School,28.60%
4710,School City of Hammond,4463,Abraham Lincoln Elementary School,18.40%
4710,School City of Hammond,4465,Annie Burns-Hicks Elementary School,4.40%
4710,School City of Hammond,4469,Morton Elementary School,6.20%
4710,School City of Hammond,4479,Lew Wallace Elementary School,11.30%
4710,School City of Hammond,4484,Frank O'Bannon Elementary School,12.00%
4720,School Town of Highland,4283,Highland Middle School,50.80%
4720,School Town of Highland,4285,Judith Morton Johnston Elementary,
4720,School Town of Highland,4290,Mildred Merkley Elementary School,
4720,School Town of Highland,4301,Southridge Elementary School,
4720,School Town of Highland,4303,Allen J Warren Elementary School,
4730,School City of Hobart,4309,Hobart Middle School,32.30%
4730,School City of Hobart,4317,Liberty Elementary School,
4730,School City of Hobart,4325,Veterans Elementary School at Mundell,
4730,School City of Hobart,4327,Joan Martin Elementary School,
4740,School Town of Munster,4333,Wilbur Wright Middle School,60.70%
4740,School Town of Munster,4337,James B Eads Elementary School,
4740,School Town of Munster,4341,Ernest R Elliott Elementary School,
4740,School Town of Munster,4343,Frank H Hammond Elementary School,
4760,School City of Whiting,4356,Whiting Middle School,23.40%
4760,School City of Whiting,4361,Nathan Hale Elementary School,
4805,New Prairie United School Corp,4679,Prairie View Elementary School,
4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,
4805,New Prairie United School Corp,7345,New Prairie Middle School,56.80%
4805,New Prairie United School Corp,7349,Olive Township Elementary School,
4860,MSD of New Durham Township,4699,Westville Elementary School,41.90%
4860,MSD of New Durham Township,4701,Westville High School,
4915,Tri-Township Cons School Corp,4692,Tri-Township Jr.-Sr. High School,
4915,Tri-Township Cons School Corp,4696,Tri-Township Elementary School,20.00%
4925,Michigan City Area Schools,4373,Coolspring Elementary School,56.70%
4925,Michigan City Area Schools,4713,Springfield Elementary School,42.50%
4925,Michigan City Area Schools,4788,Martin T Krueger Middle School,
4925,Michigan City Area Schools,4789,Barker Middle School,
4925,Michigan City Area Schools,4805,Edgewood Elementary School,32.70%
4925,Michigan City Area Schools,4811,Lake Hills Elementary School,12.50%
4925,Michigan City Area Schools,4821,Joy Elementary School,24.60%
4925,Michigan City Area Schools,4825,Knapp Elementary School,32.40%
4925,Michigan City Area Schools,4833,Marsh Elementary School,29.50%
4925,Michigan City Area Schools,6829,Pine Elementary School,9.30%
4940,South Central Com School Corp,4734,South Central Elementary School,51.30%
4940,South Central Com School Corp,4737,South Central Jr-Sr High School,
4945,LaPorte Community School Corp,4707,Indian Trail Elementary School,
4945,LaPorte Community School Corp,4717,Kesling Intermediate School,38.90%
4945,LaPorte Community School Corp,4721,Kingsford Heights Elementary Sch,
4945,LaPorte Community School Corp,4727,Kingsbury Elementary School,
4945,LaPorte Community School Corp,4742,LaPorte Middle School,
4945,LaPorte Community School Corp,4749,Hailmann Elementary School,
4945,LaPorte Community School Corp,4753,F Willard Crichfield Elementary,
4945,LaPorte Community School Corp,4757,Lincoln Elementary School,
4945,LaPorte Community School Corp,4767,Riley Elementary School,
4945,LaPorte Community School Corp,4773,Handley Elementary School,
5075,North Lawrence Com Schools,4864,Needmore Elementary School,48.70%
5075,North Lawrence Com Schools,4885,Oolitic School,36.40%
5075,North Lawrence Com Schools,4889,Shawswick Elementary School,45.30%
5075,North Lawrence Com Schools,4905,Bedford Middle School,
5075,North Lawrence Com Schools,4909,Lincoln Elementary School,53.50%
5075,North Lawrence Com Schools,4932,Parkview Elementary School,25.70%
5085,Mitchell Community Schools,4861,Burris Elementary School,
5085,Mitchell Community Schools,4924,Mitchell Jr High School,20.80%
5245,Frankton-Lapel Community Schools,5005,Frankton Jr-Sr High School,
5245,Frankton-Lapel Community Schools,5009,Frankton Elementary School,43.20%
5245,Frankton-Lapel Community Schools,5012,Lapel Middle School,24.30%
5245,Frankton-Lapel Community Schools,5025,Lapel Elementary School,
5255,South Madison Com Sch Corp,4935,East Elementary School,62.80%
5255,South Madison Com Sch Corp,5057,Pendleton Heights Middle School,
5255,South Madison Com Sch Corp,5061,Pendleton Elementary School,56.80%
5255,South Madison Com Sch Corp,5064,Maple Ridge Elementary School,43.60%
5265,Alexandria Community School Corp,5041,Alexandria-Monroe High School,
5265,Alexandria Community School Corp,5065,Alexandria Monroe Elementary School,38.70%
5275,Anderson Community School Corp,4906,COMPASS Alternative School ,
5275,Anderson Community School Corp,4953,Edgewood Elementary School,
5275,Anderson Community School Corp,4967,Anderson Intermediate School,14.20%
5275,Anderson Community School Corp,4977,Tenth Street Elementary School,
5275,Anderson Community School Corp,5033,Valley Grove Elementary School,
5275,Anderson Community School Corp,5076,Highland Middle School,
5275,Anderson Community School Corp,5102,Eastside Elementary School,
5275,Anderson Community School Corp,5142,Anderson Elementary School,
5275,Anderson Community School Corp,5146,Erskine Elementary School,
5280,Elwood Community School Corp,5149,Elwood Jr-Sr High School,
5280,Elwood Community School Corp,5151,Elwood Intermediate School,19.30%
5300,MSD Decatur Township,5178,Gold Academy,20.50%
5300,MSD Decatur Township,5179,Blue Academy,29.10%
5300,MSD Decatur Township,5181,Decatur Middle School,
5300,MSD Decatur Township,5185,Stephen Decatur Elementary School,17.20%
5300,MSD Decatur Township,5187,Valley Mills Elementary School,25.00%
5300,MSD Decatur Township,5189,West Newton Elementary School,32.70%
5300,MSD Decatur Township,5192,Lynwood Elementary,24.20%
5310,Franklin Township Com Sch Corp,5194,South Creek Elementary,
5310,Franklin Township Com Sch Corp,5195,Franklin Central Junior High,
5310,Franklin Township Com Sch Corp,5198,Thompson Crossing Elementary Sch,
5310,Franklin Township Com Sch Corp,5200,Mary Adams Elementary School,
5310,Franklin Township Com Sch Corp,5201,Acton Elementary School,
5310,Franklin Township Com Sch Corp,5202,Arlington Elementary School,
5310,Franklin Township Com Sch Corp,5205,Bunker Hill Elementary School,
5310,Franklin Township Com Sch Corp,5207,Lillie Idella Kitley Intermediate,42.30%
5310,Franklin Township Com Sch Corp,5210,Edgewood Intermediate School,35.20%
5330,MSD Lawrence Township,5277,Belzer Middle School,
5330,MSD Lawrence Township,5281,Brook Park Elementary School,5.30%
5330,MSD Lawrence Township,5283,Mary Evelyn Castle Elementary Sch,46.90%
5330,MSD Lawrence Township,5285,Crestview Elementary School,28.00%
5330,MSD Lawrence Township,5287,Amy Beverland Elementary,45.80%
5330,MSD Lawrence Township,5289,Harrison Hill Elementary School,14.40%
5330,MSD Lawrence Township,5291,Fall Creek Valley Middle School,
5330,MSD Lawrence Township,5293,Indian Creek Elementary School,18.80%
5330,MSD Lawrence Township,5294,Forest Glen Elementary School,56.70%
5330,MSD Lawrence Township,5295,Winding Ridge Elementary School,10.10%
5330,MSD Lawrence Township,5296,Oaklandon Elementary School,26.00%
5330,MSD Lawrence Township,5298,Skiles Test Elementary School,7.80%
5330,MSD Lawrence Township,5299,Sunnyside Elementary School,21.60%
5340,Perry Township Schools,5310,Southport 6th Grade Academy,35.60%
5340,Perry Township Schools,5312,Perry Meridian 6th Grade Academy,44.10%
5340,Perry Township Schools,5315,Southport Middle School,
5340,Perry Township Schools,5319,Perry Meridian Middle School,
5340,Perry Township Schools,5321,William Henry Burkhart Elementary,
5340,Perry Township Schools,5322,Mary Bryan Elementary School,
5340,Perry Township Schools,5325,Clinton Young Elementary School,
5340,Perry Township Schools,5333,Glenns Valley Elementary School,
5340,Perry Township Schools,5337,Abraham Lincoln Elementary School,
5340,Perry Township Schools,5338,Douglas MacArthur Elementary Sch,
5340,Perry Township Schools,5345,Homecroft Elementary School,
5340,Perry Township Schools,5347,Southport Elementary School,
5340,Perry Township Schools,5351,Winchester Village Elementary,
5340,Perry Township Schools,5366,Jeremiah Gray Elementary School,
5340,Perry Township Schools,5372,Rosa Parks Elementary School,
5350,MSD Pike Township,5349,Fishback Creek Public Academy,
5350,MSD Pike Township,5352,Deer Run Elementary,
5350,MSD Pike Township,5354,College Park Elementary School,
5350,MSD Pike Township,5355,Lincoln Middle School,2.80%
5350,MSD Pike Township,5356,Guion Creek Middle School,7.20%
5350,MSD Pike Township,5357,Central Elementary School,
5350,MSD Pike Township,5358,Eagle Creek Elementary School,
5350,MSD Pike Township,5359,Eastbrook Elementary School,
5350,MSD Pike Township,5360,Guion Creek Elementary School,
5350,MSD Pike Township,5363,Snacks Crossing Elementary School,
5350,MSD Pike Township,5378,New Augusta Public Academy - South,
5350,MSD Pike Township,5380,New Augusta Public Academy - North,17.10%
5360,MSD Warren Township,5364,Creston Intermediate & Middle Schl,15.30%
5360,MSD Warren Township,5367,Stonybrook Intermediate & Middle,7.00%
5360,MSD Warren Township,5368,Raymond Park Intermediate & Middle,17.90%
5360,MSD Warren Township,5369,Eastridge Elementary School,
5360,MSD Warren Township,5370,Hawthorne Elementary School,
5360,MSD Warren Township,5373,Grassy Creek Elementary School,
5360,MSD Warren Township,5375,Lakeside Elementary School,
5360,MSD Warren Township,5377,Lowell Elementary School,
5360,MSD Warren Township,5379,Warren Online Academy,2.00%
5360,MSD Warren Township,5386,Pleasant Run Elementary School,
5360,MSD Warren Township,5389,Sunny Heights Elementary School,
5360,MSD Warren Township,5391,Brookview Elementary School,
5360,MSD Warren Township,5397,Liberty Park Elementary School,
5370,MSD Washington Township,5403,Allisonville Elementary School,
5370,MSD Washington Township,5406,Crooked Creek Elementary School,
5370,MSD Washington Township,5407,Clearwater Elementary School,
5370,MSD Washington Township,5408,Willow Lake Elementary School,
5370,MSD Washington Township,5418,Greenbriar Elementary School,
5370,MSD Washington Township,5427,Nora Elementary School,
5370,MSD Washington Township,5430,Spring Mill Elementary School,
5370,MSD Washington Township,5436,Fox Hill Elementary School,
5370,MSD Washington Township,5442,Eastwood Middle School,28.70%
5370,MSD Washington Township,5445,Northview Middle School,20.00%
5370,MSD Washington Township,5448,Westlane Middle School,19.90%
5370,MSD Washington Township,5451,North Central High School,
5375,MSD Wayne Township,5221,Chapel Hill 7th & 8th Grade Center,
5375,MSD Wayne Township,5222,Lynhurst 7th & 8th Grade Center,
5375,MSD Wayne Township,5223,Maplewood Elementary School,8.50%
5375,MSD Wayne Township,5227,Chapel Glen Elementary School,6.00%
5375,MSD Wayne Township,5241,Garden City Elementary School,4.90%
5375,MSD Wayne Township,5257,McClelland Elementary School,25.20%
5375,MSD Wayne Township,5261,Rhoades Elementary School,5.30%
5375,MSD Wayne Township,5265,Robey Elementary School,31.90%
5375,MSD Wayne Township,5267,North Wayne Elementary School,7.10%
5375,MSD Wayne Township,5268,Achieve Virtual Elementary,4.00%
5375,MSD Wayne Township,5270,Stout Field Elementary School,17.20%
5375,MSD Wayne Township,5271,Sanders School,***
5375,MSD Wayne Township,5273,Westlake Elementary School,6.90%
5375,MSD Wayne Township,5274,Chapelwood Elementary School,6.60%
5375,MSD Wayne Township,5288,Achieve Virtual Education Academy,
5375,MSD Wayne Township,5446,Bridgeport Elementary School,5.70%
5380,Beech Grove City Schools,5453,Beech Grove Middle School,
5380,Beech Grove City Schools,5457,Central Elementary School,
5380,Beech Grove City Schools,5461,South Grove Intermediate School,23.70%
5385,Indianapolis Public Schools,108,Impact Academy 1,
5385,Indianapolis Public Schools,112,Impact Academy 2,***
5385,Indianapolis Public Schools,113,Impact Academy 3,***
5385,Indianapolis Public Schools,5466,Arlington Community Middle School,
5385,Indianapolis Public Schools,5467,HW Longfellow Med/STEM Magnet Midl,
5385,Indianapolis Public Schools,5498,Cold Spring School,9.40%
5385,Indianapolis Public Schools,5515,Thomas D Gregg School 15,12.30%
5385,Indianapolis Public Schools,5516,Northwest Community Middle School,
5385,Indianapolis Public Schools,5531,James A Garfield School 31,6.70%
